# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-a" "Saccharomyces_cerevisiae.R64-1-1.gtf" "-o" "gene_counts.txt" "SRR636637_sorted.bam" "SRR636636_sorted.bam" "SRR636635_sorted.bam" "SRR636633_sorted.bam" "SRR636638_sorted.bam" "SRR636634_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR636637_sorted.bam	SRR636636_sorted.bam	SRR636635_sorted.bam	SRR636633_sorted.bam	SRR636638_sorted.bam	SRR636634_sorted.bam
YBL063W	II	101886	105221	+	3336	375	249	440	483	421	439
YBL029C-A	II	164488	164772	-	285	231	210	126	113	260	145
YBR147W	II	536575	537465	+	891	307	339	15	18	372	19
YBR246W	II	711591	712754	+	1164	1107	1574	1191	1274	966	1111
YBR002C	II	241708	242568	-	861	437	380	503	700	389	564
YBR023C	II	284428	287925	-	3498	2469	3335	4470	4305	1750	3881
YBL088C	II	51019	59382	-	8364	1067	1032	1053	1222	918	1033
YBL064C	II	100371	101156	-	786	15926	22700	463	492	11623	477
YBL007C	II	212632	216366	-	3735	6332	7111	4285	3934	5840	3722
tL(UAA)B2	II	347603	347686	+	84	0	1	0	0	0	1
YBL093C	II	44256	44918	-	663	424	526	643	916	475	713
YBL091C	II	47363	48628	-	1266	3625	4532	2508	3140	3549	2038
YBR142W	II	528317	530638	+	2322	197	151	1747	2733	200	2060
YBR047W	II	331833	332360	+	528	2186	1077	50	72	2006	43
YBR238C	II	695107	697302	-	2196	214	120	1102	1315	139	1253
YBR067C	II	372103	372735	-	633	10964	7338	8946	7919	13778	7668
YBR010W	II	256331	256741	+	411	1483	1025	5035	6603	1681	5503
YBL054W	II	117589	119166	+	1578	102	82	1467	1651	84	1438
YBR209W	II	642583	642900	+	318	61	71	10	20	39	17
YBL060W	II	107932	109995	+	2064	557	603	330	443	510	410
YBR089W	II	425183	425782	+	600	5	5	1	3	3	4
YBR025C	II	290681	291865	-	1185	11122	11263	15446	15722	12833	14087
YBR040W	II	316968	317864	+	897	10	4	23	11	9	19
YBR230C	II;II	679549;680040	679942;680050	-;-	405	999	1332	306	286	777	291
YBL027W	II;II	168423;168809	168424;169376	+;+	570	5811	3925	22529	28807	8681	22297
YBL100C	II	36989	37303	-	315	257	55	114	87	216	105
YBR261C	II	734832	735530	-	699	1034	1071	976	1044	870	870
YBR034C	II	304930	305976	-	1047	565	633	3087	3586	315	2960
YBR101C	II	443821	444693	-	873	5775	3695	1047	1344	10344	1214
YBL010C	II	206107	206949	-	843	292	297	154	200	295	166
YBR053C	II	339675	340751	-	1077	4180	6858	624	551	3691	486
YBL059C-A	II;II	110125;110506	110420;110539	-;-	330	455	447	191	246	446	192
YBR255C-A	II;II	726618;727012	726917;727074	-;-	363	245	339	142	150	222	185
YBL042C	II	138341	140260	-	1920	219	204	2622	2850	167	2540
YBL039C	II	143989	145728	-	1740	155	130	7699	8788	134	6560
YBR217W	II	657832	658392	+	561	298	155	113	193	314	141
YBR200W-A	II	622983	623147	+	165	2	2	1	0	2	0
YBL003C	II	235394	235792	-	399	963	738	6254	7115	1287	6515
YBR069C	II	376574	378433	-	1860	2497	2928	7985	8431	1811	7097
YBR056W-A	II	351255	351455	+	201	12	6	2	3	3	5
YBR009C	II	255373	255684	-	312	661	473	3606	4145	780	3940
YBL038W	II	146187	146885	+	699	696	717	277	402	673	309
YBR056C-B	II	351293	351451	-	159	0	0	0	0	0	0
YBR081C	II	401253	405251	-	3999	1322	1309	888	1312	1240	937
YBR007C	II	248806	251016	-	2211	680	575	391	452	711	450
YBR146W	II	535260	536096	+	837	1223	1948	891	1010	1039	833
YBR171W	II	578364	578984	+	621	952	680	1066	1125	957	1155
YBL028C	II	167518	167838	-	321	100	22	749	1184	93	795
YBR135W	II	504854	505306	+	453	282	156	393	369	178	396
YBR264C	II	737770	738369	-	600	300	249	196	276	276	204
YBR043C	II	321876	323945	-	2070	1150	1420	1238	1494	888	1181
YBL059W	II;II	110594;110949	110879;111244	+;+	582	227	349	121	110	223	94
YBR131W	II	497163	499277	+	2115	444	174	159	212	456	278
YBR233W-A	II	684977	685261	+	285	99	111	225	321	126	238
YBR092C	II	427698	429101	-	1404	390	400	6774	5561	464	5637
YBR126C	II	488905	490392	-	1488	17129	27850	1589	1664	14702	1475
YBR057C	II	352193	353293	-	1101	908	667	458	499	968	498
YBR086C	II	420201	423041	-	2841	5281	5842	8303	7376	4436	7128
YBR174C	II	582338	582652	-	315	7	4	2	4	12	2
snR56	II	88190	88277	+	88	1	0	4	2	2	5
YBR281C	II	764970	767606	-	2637	818	1058	1087	1127	747	1084
YBL103C	II	22076	23536	-	1461	811	636	507	513	947	489
tG(GCC)B	II	197629	197699	-	71	0	0	0	0	0	0
YBR159W	II	558685	559728	+	1044	3201	3900	3652	3337	2822	3253
YBR118W	II	477671	479047	+	1377	13393	12730	28110	29519	16865	21905
YBL004W	II	227636	235117	+	7482	322	210	6052	5705	280	5417
YBR163W	II	565723	567480	+	1758	416	487	767	902	399	816
YBL013W	II	202056	203261	+	1206	113	130	79	78	70	75
YBL112C	II	2582	2899	-	318	0	0	2	0	0	0
YBR231C	II	682179	683090	-	912	399	475	211	243	337	193
YBL066C	II	96669	100115	-	3447	501	459	440	439	494	390
YBR008C	II	252563	254209	-	1647	12913	13030	768	866	12607	746
YBL015W	II	194122	195702	+	1581	1374	1397	497	418	1491	444
YBR038W	II	311898	314789	+	2892	260	478	1990	2098	180	1715
YBL018C	II;II	185998;186428	186352;186474	-;-	402	151	140	445	674	113	461
YBR253W	II	723270	723635	+	366	490	379	304	325	499	299
YBL068W-A	II	91794	92030	+	237	0	0	0	0	0	0
YBR058C	II	353672	356017	-	2346	1538	1935	1364	1466	1257	1410
YBL084C	II	67169	69445	-	2277	627	314	521	439	585	527
YBR224W	II	670125	670640	+	516	17	11	3	2	6	4
YBR077C	II	391805	392293	-	489	900	1556	528	569	870	479
YBL087C	II;II	59822;60698	60193;60739	-;-	414	2364	1416	13289	14928	3271	11818
YBR098W	II	441515	443590	+	2076	369	343	219	267	397	220
YBR239C	II	698354	699943	-	1590	372	455	435	437	301	360
YBR168W	II	572371	573612	+	1242	386	365	395	461	336	358
YBL046W	II	132424	133749	+	1326	469	531	362	462	508	360
YBR003W	II	242809	244230	+	1422	1669	1282	692	606	1419	691
YBR215W	II;II	653356;653453	653368;655317	+;+	1878	507	535	426	544	549	490
LSR1	II	680688	681862	-	1175	105	191	83	307	106	272
YBL025W	II	171481	171918	+	438	236	326	159	215	205	169
YBR105C	II	450881	451969	-	1089	558	665	443	518	463	454
YBR200W	II	620872	622527	+	1656	1154	1120	677	815	1115	717
YBR190W	II	605966	606277	+	312	3	6	3	3	0	9
YBR248C	II	714807	716465	-	1659	1896	1742	1954	2269	1998	2039
YBR145W	II	533762	534817	+	1056	9421	9937	636	772	7692	641
YBL047C	II	127895	132040	-	4146	10707	13846	5871	5390	8799	4584
YBR099C	II	442924	443307	-	384	0	0	0	0	0	0
YBL014C	II	199064	201748	-	2685	487	758	1074	1287	461	976
YBR062C	II;II	365976;366585	366502;366600	-;-	543	1081	1258	236	363	1086	286
YBL092W	II	45978	46370	+	393	5886	3651	27772	35776	8619	27695
YBR240C	II	700490	701842	-	1353	155	200	79	66	130	66
YBR251W	II	721390	722313	+	924	553	869	250	397	577	294
YBR199W	II	618909	620303	+	1395	4602	5184	2429	2327	4954	2148
YBR128C	II	493081	494115	-	1035	211	177	74	70	211	61
YBR139W	II	515664	517190	+	1527	6898	6122	753	625	5832	718
YBL070C	II	90605	90925	-	321	3	3	4	8	1	14
YBR054W	II	343101	344135	+	1035	6462	4390	223	218	7353	232
YBL039W-B	II	143393	143572	+	180	138	130	43	74	118	47
YBR072W	II	382030	382674	+	645	8482	6060	173	117	13723	161
YBR111C	II	461178	461873	-	696	4515	5483	1384	1523	4103	1203
YBL001C	II	237153	237467	-	315	2059	2450	859	966	1964	820
YBR110W	II	458872	460221	+	1350	2123	2911	1365	1269	1877	1186
YBL111C	II;II	2907;4216	4116;5009	-;-	2004	8	9	6	17	4	8
YBL036C	II	150447	151220	-	774	1057	1051	1073	1468	1056	1178
tR(UCU)B	II	405878	405949	+	72	0	0	0	0	0	0
YBL094C	II	43765	44097	-	333	4	0	1	1	0	0
YBR033W	II	301944	304703	+	2760	349	350	517	409	204	430
YBL073W	II	87646	87957	+	312	3	3	3	3	4	4
YBR096W	II	436021	436713	+	693	2408	3593	1977	1793	1827	1751
YBL053W	II	119335	119709	+	375	0	2	1	0	1	3
YBR030W	II	298292	299950	+	1659	167	227	740	798	142	713
YBL076C	II	81043	84261	-	3219	8566	7192	18968	16930	7948	16472
YBR256C	II	727386	728102	-	717	5224	3350	990	1240	5152	1059
YBR162W-A	II	565231	565428	+	198	455	149	567	785	516	762
YBL077W	II	80897	81328	+	432	50	37	101	107	35	117
YBR156C	II	551104	553200	-	2097	270	321	279	346	263	302
YBL012C	II	203406	203807	-	402	14	32	18	22	19	23
YBL008W-A	II	209409	209648	+	240	4	11	3	4	4	4
YBR297W	II	800523	801929	+	1407	363	901	335	328	262	303
YBR189W	II;II	604508;604928	604514;605508	+;+	588	4453	2984	35583	40953	7180	33366
YBL096C	II	43174	43482	-	309	7	10	13	17	7	17
YBR011C	II	257112	257975	-	864	15025	19346	14678	13989	14610	12242
YBL041W	II	141247	141972	+	726	4378	4648	2068	2653	3924	2172
YBL081W	II	71866	72972	+	1107	456	368	1464	1559	256	1381
YBR089C-A	II	426190	426489	-	300	659	907	442	534	492	378
YBR103C-A	II	449320	449463	-	144	4	1	2	1	3	3
YBR296C	II	796798	798522	-	1725	318	240	1860	2317	343	2221
YBL040C	II;II	142112;142847	142749;142868	-;-	660	2457	2673	1913	2005	1932	2029
YBR165W	II	568852	569685	+	834	446	546	294	316	471	336
YBL026W	II;II	170623;170805	170676;171038	+;+	288	638	502	774	955	608	780
YBR082C	II;II	406628;407123	407027;407169	-;-	447	11093	6793	4396	4709	11920	4669
YBR280C	II	762784	764697	-	1914	1394	1425	223	240	1445	207
YBR061C	II	364787	365719	-	933	230	192	709	816	219	852
YBL016W	II	192451	193512	+	1062	457	471	679	636	357	682
YBR175W	II	582408	583355	+	948	756	1131	683	740	609	616
YBR029C	II	296369	297742	-	1374	749	854	2583	2275	553	2342
YBL057C	II	112801	113427	-	627	865	1260	1027	1093	829	832
YBR298C-A	II	805035	805256	-	222	2	1	2	3	0	0
YBR192W	II	607652	608785	+	1134	441	456	447	504	365	456
tQ(UUG)B	II	350827	350898	+	72	0	2	0	0	2	0
YBR302C	II	810340	811479	-	1140	67	116	33	46	52	33
YBR254C	II	723736	724263	-	528	446	658	320	463	527	327
YBR204C	II	632254	633381	-	1128	1678	1069	260	263	1677	290
YBR220C	II	662995	664677	-	1683	639	831	1417	1498	492	1215
YBR222C	II	666720	668351	-	1632	4713	6005	2466	2193	3558	2299
YBR290W	II	782591	783556	+	966	859	576	321	442	993	446
YBR162C	II	563203	564570	-	1368	8734	7360	28411	25497	8026	23263
YBR167C	II	571468	571890	-	423	276	239	176	236	303	181
YBL033C	II	158656	159693	-	1038	2181	2017	296	442	2509	370
YBR228W	II	675313	676227	+	915	366	339	234	307	338	260
YBR263W	II	736264	737736	+	1473	2389	3014	6893	6016	2412	5334
YBR250W	II	719033	720604	+	1572	88	63	69	64	76	69
YBR272C	II	746361	747803	-	1443	1579	2317	562	647	1600	479
YBR120C	II	480435	480923	-	489	203	147	98	126	233	115
YBR084C-A	II;II	414186;415260	414753;415261	-;-	570	5624	3860	14929	19037	7953	14713
YBL062W	II	105308	105688	+	381	1	0	0	2	0	1
YBR301W	II	809057	809419	+	363	1	8	8	16	6	2
YBR076W	II	390227	391291	+	1065	122	116	45	49	71	51
YBR210W	II	645550	645978	+	429	488	612	411	461	397	355
YBR106W	II	452658	453224	+	567	4115	5128	12205	14886	3899	10109
YBR005W	II	245906	246547	+	642	452	703	362	338	412	525
YBR153W	II	547460	548194	+	735	222	282	281	414	249	285
YBR132C	II	499652	501442	-	1791	1180	858	213	173	1136	166
YBR166C	II	569842	571200	-	1359	1305	1369	672	862	1158	739
YBR221W-A	II	666538	666642	+	105	40	44	12	13	34	19
YBR131C-A	II	497650	497739	-	90	0	0	0	0	0	0
YBR161W	II	561634	562764	+	1131	415	327	373	324	404	369
YBR109C	II	457919	458362	-	444	5437	7447	3356	3546	5207	3072
YBR255W	II	724456	726540	+	2085	1187	1177	282	460	1150	282
YBR205W	II	633622	634836	+	1215	1565	2303	2295	2149	1305	1891
YBR296C-A	II	800123	800242	-	120	2	5	1	6	2	7
YBL043W	II	136688	137461	+	774	527	396	32	30	393	43
YBR130C	II	495592	496869	-	1278	1429	1320	744	946	1464	755
YBR206W	II	634601	634924	+	324	23	61	74	62	38	66
YBR122C	II	483970	484503	-	534	1211	2253	558	787	1120	585
YBR295W	II	792849	796499	+	3651	1303	1507	839	929	1056	694
YBR004C	II	244366	245667	-	1302	496	507	1145	979	330	1234
YBR202W	II	625772	628309	+	2538	510	709	1334	1380	438	1210
YBR001C	II	238941	241283	-	2343	1236	1883	529	505	983	480
YBL113C	II	280	2658	-	2379	111	147	133	146	62	109
YBR288C	II	778012	779463	-	1452	1012	801	890	901	904	924
YBR282W	II	768240	768680	+	441	448	475	192	230	443	176
YBL072C	II	88523	89125	-	603	2936	2299	10742	14306	4052	9886
YBR103W	II	447709	449316	+	1608	833	1098	443	576	910	443
YBR107C	II	453793	454530	-	738	507	603	359	371	453	332
YBL024W	II	172534	174588	+	2055	505	574	2932	3290	530	2549
YBR012C	II	259147	259566	-	420	404	102	113	188	354	151
YBR188C	II	603685	604107	-	423	188	183	161	183	202	198
YBL075C	II	84499	86448	-	1950	1323	1491	568	666	1194	557
YBR102C	II	445062	447323	-	2262	1043	1343	563	726	988	562
YBR006W	II	247010	248503	+	1494	1815	2182	318	287	1554	293
YBL051C	II	122753	124759	-	2007	1809	851	1761	1756	1769	1652
YBR196C	II	612236	613900	-	1665	68318	72281	53838	49943	52865	52322
YBL031W	II	161699	162715	+	1017	94	76	178	240	88	199
YBR141W-A	II	527167	527262	+	96	0	0	0	0	0	0
YBL006W-A	II	216711	216860	+	150	0	0	0	0	0	0
YBL100W-C	II	28427	28546	+	120	21	27	11	12	11	10
YBR236C	II	690383	691693	-	1311	1709	1954	852	1070	1767	847
YBR276C	II	757620	760043	-	2424	1634	1579	1881	1952	1499	1674
YBR036C	II	309081	310313	-	1233	8653	10759	5094	4996	7125	4478
YBR045C	II	328173	330092	-	1920	417	599	123	138	314	121
YBR291C	II	783673	784572	-	900	303	479	555	604	252	483
YBR137W	II	513044	513583	+	540	7241	8896	366	543	6794	393
YBR079C	II	395383	398277	-	2895	2656	2936	8061	8173	2544	7328
YBR017C	II	270947	273703	-	2757	1888	1890	2858	2885	1583	2697
YBL044W	II	135998	136366	+	369	8	5	4	11	6	6
YBL023C	II	174920	177526	-	2607	507	678	779	848	463	662
YBR127C	II	491269	492822	-	1554	7554	11509	10549	10098	8622	7645
YBR152W	II	546376	547251	+	876	129	100	154	187	142	138
YBR035C	II	306269	306955	-	687	4234	6216	1220	1441	4177	1222
YBR289W	II	779667	782384	+	2718	548	538	393	589	510	472
YBL017C	II	186844	191583	-	4740	4415	6181	4940	4508	3456	4004
YBR157C	II	553543	554310	-	768	353	389	338	295	314	322
YBL104C	II	18177	21293	-	3117	684	660	660	673	583	644
YBL109W	II	5790	6125	+	336	0	1	6	9	5	2
tL(UAA)B1	II	9583	9666	+	84	2	1	0	0	0	0
YBR072C-A	II	382860	383021	-	162	0	1	1	1	1	1
YBR300C	II	808600	809097	-	498	2	5	1	2	3	4
YBR195C	II	610614	611882	-	1269	1004	1400	492	472	728	508
YBR233W	II	683428	684669	+	1242	346	88	177	164	321	176
YBR262C	II	735720	736040	-	321	609	612	197	258	505	259
YBR020W	II	279021	280607	+	1587	249	479	350	321	175	273
YBR085C-A	II	418907	419164	-	258	7255	8704	451	546	6867	572
YBR123C	II	484742	486691	-	1950	620	544	362	464	593	367
YBR221C	II	665153	666253	-	1101	12972	16786	12789	10926	10478	10893
YBL029W	II	166134	167264	+	1131	187	231	152	195	141	204
YBL045C	II	134143	135516	-	1374	2445	1783	1395	1256	2500	1392
YBR191W-A	II	607149	607223	+	75	30	15	184	253	27	155
YBR154C	II	548362	549009	-	648	507	240	1103	1687	535	1390
YBR278W	II	760294	760899	+	606	163	258	96	124	164	118
YBR273C	II	748061	749371	-	1311	1812	2214	484	636	1973	522
YBR032W	II	301519	301821	+	303	24	20	45	38	16	53
YBR048W	II;II	332831;333387	332875;333812	+;+	471	3953	2528	17986	19113	4639	15609
YBR104W	II	449667	450656	+	990	262	168	1051	1284	316	1023
YBL079W	II	75259	79767	+	4509	1452	1320	3274	2970	1227	2767
YBR265W	II	738582	739544	+	963	518	758	1870	1728	485	1526
YBR249C	II	716882	717994	-	1113	4445	3510	10031	9824	5108	8994
YBR203W	II	629168	631942	+	2775	558	633	275	281	478	277
YBR184W	II	597363	598934	+	1572	20	18	67	72	43	83
YBR170C	II	576344	578086	-	1743	2477	4024	684	847	2021	733
YBR173C	II	581726	582172	-	447	3566	4405	1380	1221	2588	1136
YBR133C	II	501804	504287	-	2484	1103	1702	1830	1933	733	1568
YBR275C	II	751356	757106	-	5751	650	298	943	1293	565	1125
YBL108W	II	8177	8482	+	306	0	2	0	0	0	0
YBL113W-A	II	646	1128	+	483	0	0	0	0	0	0
YBL085W	II	63876	66818	+	2943	1569	962	1056	1155	1601	1325
YBL052C	II	119379	121874	-	2496	307	132	592	632	265	611
YBL009W	II	207194	209224	+	2031	610	640	1224	1356	481	1228
YBR283C	II	768943	770415	-	1473	6737	8814	13471	12051	5560	10201
YBR094W	II	432036	434297	+	2262	600	805	914	1024	541	933
YBR258C	II	729734	730162	-	429	124	98	75	93	179	69
YBR201W	II	623576	624211	+	636	420	372	182	234	407	213
YBR070C	II	379221	379934	-	714	1651	2626	660	667	1321	550
tE(UUC)B	II	645167	645238	+	72	1	0	0	0	0	0
YBR198C	II	616127	618523	-	2397	1275	1487	1148	1352	1199	1110
YBL056W	II	113762	115168	+	1407	8024	9877	4035	4039	7532	3352
YBL099W	II	37053	38690	+	1638	9898	3086	4252	3764	8042	4194
YBR257W	II	728885	729724	+	840	213	119	221	367	194	244
YBR126W-A	II	490850	491056	+	207	325	277	144	158	304	142
YBR242W	II	704670	705386	+	717	283	379	867	1001	280	797
YBL008W	II	209653	212175	+	2523	598	912	635	827	511	638
YBR181C	II;II	591712;592769	592416;592774	-;-	711	1441	1035	10412	11555	2219	9120
tC(GCA)B	II	643007	643078	-	72	2	1	0	0	1	0
YBR052C	II	338720	339352	-	633	4769	7270	837	946	4423	723
YBR093C	II	429548	430951	-	1404	1105	959	1925	1566	1058	1719
YBR049C	II	334386	336818	-	2433	859	1022	1340	1579	829	1175
YBR056W	II	347879	349384	+	1506	4036	5167	584	635	4194	599
YBL030C	II	163041	163997	-	957	4294	4993	6155	5165	2931	5081
tT(AGU)B	II	266378	266450	+	73	1	0	0	0	0	0
YBR141C	II	527025	528038	-	1014	189	297	236	326	150	252
YBR226C	II	673155	673565	-	411	36	29	12	15	25	12
YBL005W	II	217470	220400	+	2931	1580	1566	1489	1681	1328	1408
YBR151W	II	545028	545978	+	951	6791	8144	1318	1352	6719	1215
YBR144C	II	533235	533549	-	315	7	4	5	3	6	2
YBR178W	II	586071	586445	+	375	7	9	1	3	8	5
YBR138C	II	513762	515336	-	1575	109	97	110	170	111	129
YBL090W	II	48825	49358	+	534	518	894	290	441	581	331
YBL105C	II	14241	17696	-	3456	2610	3203	1491	1932	2372	1523
YBL102W	II	24098	24745	+	648	2141	1120	1193	1199	1739	1097
YBL011W	II	203538	205817	+	2280	1546	2278	2092	1956	1268	1677
YBR095C	II	434406	435698	-	1293	414	230	262	361	432	349
YBR196C-B	II	614526	614630	-	105	41	24	32	35	20	30
YBL048W	II	127299	127610	+	312	132	72	34	43	129	40
YBR066C	II	370037	370699	-	663	60	80	124	202	76	193
YBR292C	II	784702	785073	-	372	11	22	30	28	8	29
YBR018C	II	274427	275527	-	1101	169	166	41	35	152	34
YBR194W	II	610038	610409	+	372	170	235	87	131	147	112
YBR076C-A	II	391351	391617	-	267	192	233	135	137	148	124
YBR108W	II	454822	457665	+	2844	1417	1642	370	386	1147	370
YBR046C	II	330507	331511	-	1005	3460	4666	240	251	2852	235
YBR235W	II	686901	690263	+	3363	1902	2758	2045	1837	1368	1612
YBR274W	II	749594	751177	+	1584	1097	1064	846	792	912	770
YBL006C	II	216587	217129	-	543	757	953	462	509	725	410
YBR186W	II;II	600553;602217	602103;602360	+;+	1695	91	133	233	293	84	262
YBR277C	II	760215	760616	-	402	0	0	0	1	2	3
YBR185C	II	599123	599959	-	837	672	835	354	289	573	352
YBL078C	II	80378	80731	-	354	835	227	49	43	1004	54
YBR037C	II	310565	311452	-	888	687	1343	335	341	621	292
YBR015C	II	267710	269503	-	1794	2019	2458	4439	4061	1644	3814
YBR016W	II	270247	270633	+	387	1087	1280	584	571	949	534
YBL107W-A	II	9268	9372	+	105	0	0	0	1	0	0
YBL071W-A	II	89978	90226	+	249	56	61	250	285	45	287
YBR269C	II	742160	742576	-	417	1286	1911	256	262	1006	232
YBR266C	II	739936	740388	-	453	0	0	0	0	0	0
YBR055C	II	344602	347301	-	2700	798	942	834	1163	728	880
YBR088C	II	424990	425766	-	777	136	118	181	185	129	204
tV(UAC)B	II	326792	326865	-	74	1	3	0	0	0	0
YBL019W	II	184353	185915	+	1563	638	710	230	318	607	278
YBR112C	II	462870	465770	-	2901	1048	769	1669	1649	1049	1808
YBR164C	II	567875	568426	-	552	1510	1543	1082	1415	1635	1120
YBR148W	II	537876	539705	+	1830	81	35	58	85	79	57
YBL020W	II	182401	184125	+	1725	1380	1384	2234	2183	983	1895
YBR208C	II	636703	642210	-	5508	2010	2380	1772	1750	1314	1592
tD(GUC)B	II	405960	406031	+	72	0	0	0	0	0	0
YBR172C	II	579150	581372	-	2223	1193	751	2172	2005	788	2414
YBL097W	II	40831	43095	+	2265	220	234	283	412	284	287
YBR050C	II	337183	338199	-	1017	59	58	27	29	54	41
YBR183W	II	596115	597065	+	951	358	426	43	40	327	58
YBR213W	II	650368	651192	+	825	71	149	112	145	104	92
YBR113W	II	465566	466048	+	483	26	23	47	33	27	38
YBL091C-A	II;II	46565;47147	47058;47180	-;-	528	926	959	200	237	838	199
YBR196C-A	II	614024	614173	-	150	18	18	14	15	9	19
YBR286W	II	774700	776313	+	1614	18098	23720	23480	19771	17473	18485
YBR268W	II	741299	741616	+	318	356	482	241	320	307	239
YBR058C-A	II	356324	356566	-	243	610	417	629	842	660	610
YBR287W	II	776571	777854	+	1284	5843	5549	2822	2474	5312	2901
YBL083C	II	69713	70138	-	426	7	14	13	14	4	10
YBL061C	II	105316	107406	-	2091	1010	762	882	939	1020	819
YBR267W	II	739841	741022	+	1182	85	107	701	970	45	702
YBR114W	II	467248	469620	+	2373	1065	1616	529	536	783	480
YBL032W	II	160184	161329	+	1146	1482	1639	2372	2411	1372	2262
YBR219C	II;II	662499;663003	662581;663303	-;-	384	0	1	1	1	2	1
tF(GAA)B	II;II	36398;36453	36434;36488	+;+	73	0	1	0	0	0	0
YBR299W	II	805351	807105	+	1755	26	46	20	29	16	13
YBR191W	II;II	606270;606669	606280;607140	+;+	483	2857	1658	20133	24691	4707	19212
YBR125C	II	487199	488380	-	1182	927	1227	833	900	705	744
YBL069W	II	90741	92030	+	1290	175	231	306	360	134	341
YBR223C	II	668663	670297	-	1635	432	506	158	179	441	174
YBR074W	II	386286	389216	+	2931	1365	1611	2951	2970	865	2807
YBR201C-A	II	624493	624696	-	204	86	75	105	113	85	94
YBR187W	II	602634	603476	+	843	2167	2681	7740	9039	1988	5993
YBL021C	II	181660	182094	-	435	525	695	194	268	396	196
YBL049W	II	126828	127244	+	417	547	494	98	114	480	96
YBL035C	II	151493	153610	-	2118	699	906	629	719	577	683
YBL095W	II	43277	44089	+	813	121	112	100	107	126	89
YBR073W	II	383112	385988	+	2877	1369	1993	1141	1651	1078	1289
YBR109W-A	II	458608	458832	+	225	48	88	46	46	24	32
YBR260C	II	732639	734639	-	2001	1138	1131	566	595	1007	473
YBR279W	II	761257	762594	+	1338	1083	106	528	610	1184	741
YBR211C	II	646158	647132	-	975	550	676	298	285	481	260
YBR078W	II;II	393123;393511	393180;394742	+;+	1290	22979	21681	41629	31137	16834	34699
YBR063C	II	366970	368184	-	1215	343	419	272	396	254	294
YBR028C	II	294425	296002	-	1578	394	331	657	794	382	676
YBL039C-A	II	144948	145031	-	84	0	0	0	0	0	0
YBR129C	II	494353	495339	-	987	516	364	583	676	510	565
YBL050W	II;II	125125;125271	125154;126119	+;+	879	3829	4713	951	1165	3621	1017
YBR051W	II	337988	338338	+	351	3	8	2	5	1	7
YBR080C	II	398614	400890	-	2277	3225	4135	1961	1980	2606	1760
YBL058W	II	111437	112708	+	1272	4389	6253	2023	2153	3923	1922
YBL101C	II	24946	28299	-	3354	1103	1448	666	644	1044	490
YBR140C	II	517350	526628	-	9279	2330	2882	2912	2807	1640	2403
YBR021W	II	281443	283344	+	1902	141	176	852	888	100	738
YBR232C	II	683373	683732	-	360	3	4	7	2	8	3
YBR024W	II	289445	290350	+	906	480	394	149	183	477	156
YBL005W-B	II	221330	226598	+	5269	624	520	676	655	553	519
YBL100W-A	II	29935	31251	+	1317	0	0	0	0	0	0
YBR012W-B	II	259869	265140	+	5272	240	189	169	183	145	138
YBR012W-A	II	259869	261191	+	1323	0	0	0	0	0	0
YBL005W-A	II	221330	222652	+	1323	0	0	0	0	0	0
YBL100W-B	II	29935	35248	+	5314	142	111	61	91	120	72
YNR017W	XIV	662913	663581	+	669	1021	1073	1762	1905	811	1663
YNL105W	XIV	424155	424583	+	429	5	3	2	3	5	3
YNR069C	XIV	761123	762592	-	1470	1127	621	137	140	1458	148
YNL306W	XIV	58155	58808	+	654	1477	2058	940	1091	1353	904
YNL288W	XIV	90303	91424	+	1122	1885	2226	1423	1385	1628	1279
YNL191W	XIV	280432	281505	+	1074	223	227	451	458	224	537
YNL150W	XIV	349251	349658	+	408	87	115	111	138	86	101
YNL097C	XIV	441366	442358	-	993	396	577	152	229	422	192
tN(GUU)N1	XIV	102716	102789	+	74	2	4	3	2	2	0
YNL137C	XIV	368595	370055	-	1461	1422	2158	854	877	1221	743
YNL331C	XIV	16118	17248	-	1131	449	558	264	253	386	261
